taux_de_reussite_g;nombre_eleves_segpa;nombre_eleves_ulis;garcons;filles
86.0;120;13;402;370
88.0;68;13;273;293
81.0;52;12;359;375
98.0;94;12;240;234
92.0;62;13;383;349
88.0;58;13;302;308
88.0;49;13;256;218
83.0;57;11;390;387
71.0;49;12;311;317
86.0;42;14;307;330
77.0;115;28;522;468
98.0;75;24;356;326
80.0;107;24;342;297
92.0;42;12;320;322
87.0;46;11;320;295
90.0;53;14;235;247
91.0;57;16;386;403
87.0;61;13;410;393
82.0;53;14;295;261
98.0;19;10;201;167
91.0;45;12;357;333
80.0;136;10;925;942
89.0;91;13;347;345
75.0;55;14;224;182
78.0;58;13;429;398
92.0;64;12;346;353
82.0;66;12;239;211
84.0;61;27;462;470
100.0;29;11;613;612
75.0;59;14;226;187
80.0;66;11;278;245
88.0;47;20;491;397
93.0;34;14;307;287
90.0;68;7;399;417
97.0;44;14;440;454
86.0;83;11;346;316
80.0;52;3;293;242
91.0;46;9;321;280
92.0;61;27;648;568
100.0;64;16;470;461
83.0;65;23;341;330
82.0;42;13;228;225
86.0;51;16;348;341
76.0;73;16;288;264
81.0;58;10;414;367
84.0;54;15;276;239
92.0;56;15;386;382
91.0;54;11;171;200
69.0;60;17;455;411
90.0;55;14;197;178
92.0;38;11;388;355
94.0;62;12;341;365
80.0;88;13;346;346
100.0;63;11;478;504
94.0;67;11;344;279
91.0;63;13;309;233
81.0;48;13;331;289
92.0;56;11;220;268
77.0;63;10;258;249
89.0;52;13;199;195
81.0;59;12;297;264
91.0;65;12;222;182
89.0;59;13;258;263
77.0;64;28;347;349
89.0;48;14;362;359
88.0;93;12;308;316
91.0;85;12;392;299
100.0;63;20;701;507
88.0;37;11;219;273
84.0;60;12;347;376
93.0;36;10;220;190
91.0;61;23;245;262
83.0;178;14;530;539
92.0;48;13;385;353
81.0;51;13;232;234
87.0;67;11;337;324
81.0;64;6;305;292
94.0;45;15;347;330
84.0;78;17;276;180
88.0;41;13;326;305
79.0;37;22;545;565
86.0;51;22;360;356
91.0;57;12;264;263
92.0;53;14;478;414
78.0;51;21;326;301
91.0;50;12;188;185
93.0;52;14;392;334
67.0;58;13;369;354
99.0;62;19;471;464
83.0;57;13;371;379
89.0;58;10;374;366
80.0;54;11;198;212
93.0;58;7;225;180
82.0;55;11;284;251
91.0;34;13;265;215
78.0;60;13;330;347
94.0;60;12;393;354
70.0;54;40;366;387
73.0;64;26;192;174
73.0;64;13;220;213
87.0;86;11;349;301
83.0;61;1;387;314
87.0;107;13;382;394
85.0;64;12;411;430
81.0;46;13;174;154
94.0;34;14;272;260
77.0;105;22;246;292
84.0;64;13;412;394
89.0;84;28;318;297
86.0;118;12;256;238
84.0;62;14;344;371
73.0;47;13;295;269
84.0;54;11;272;218
75.0;49;12;157;150
95.0;52;18;482;416
78.0;77;22;443;408
86.0;31;10;231;236
82.0;44;7;408;365
85.0;130;16;487;436
84.0;62;14;416;399
89.0;72;12;346;320
84.0;55;12;335;316
84.0;61;23;245;262
96.0;76;18;290;221
93.0;63;26;328;335
91.0;53;25;307;283
93.0;46;12;202;236
79.0;50;13;366;364
60.0;31;13;376;310
90.0;59;12;330;393
97.0;62;12;492;472
97.0;61;14;292;279
88.0;63;21;406;355
93.0;56;9;339;293
92.0;58;15;226;220
69.0;26;12;270;300
92.0;57;12;380;326
68.0;56;12;352;330
87.0;32;12;258;219
91.0;60;17;269;265
87.0;60;2;233;180
100.0;17;13;255;219
86.0;62;22;394;373
97.0;36;11;367;355
88.0;90;12;215;187
96.0;60;12;221;191
98.0;76;9;331;301
88.0;61;14;296;253
92.0;51;12;322;298
78.0;56;14;230;225
85.0;40;11;319;320
76.0;64;8;188;198
93.0;87;30;366;315
82.0;60;14;384;352
70.0;49;12;241;268
92.0;54;15;334;260
80.0;99;13;308;274
88.0;59;13;334;316
87.0;38;11;328;280
84.0;55;17;283;248
81.0;53;10;239;213
85.0;34;9;444;428
82.0;61;12;375;343
99.0;64;11;500;535
90.0;48;12;364;342
90.0;45;13;377;310
87.0;56;13;376;382
82.0;62;11;390;342
96.0;59;12;376;349
91.0;19;22;379;388
93.0;56;16;440;451
87.0;101;24;320;297
91.0;55;12;303;288
76.0;67;25;331;372
95.0;61;11;238;202
99.0;59;12;361;373
94.0;41;13;263;232
86.0;51;13;375;358
88.0;41;12;348;310
83.0;49;14;303;320
91.0;33;12;239;236
95.0;60;24;382;324
83.0;64;12;320;310
78.0;56;12;395;386
89.0;10;8;200;208
95.0;58;12;444;438
88.0;58;8;228;214
96.0;49;11;297;280
80.0;56;12;209;226
91.0;64;26;314;316
93.0;54;21;334;301
97.0;123;12;402;338
95.0;58;23;400;312
75.0;50;12;292;235
93.0;43;13;348;374
92.0;54;17;411;369
84.0;63;22;358;374
59.0;103;30;742;733
90.0;65;9;321;359
81.0;64;12;301;294
88.0;65;12;338;320
82.0;63;13;356;346
90.0;60;15;252;251
93.0;117;21;451;395
88.0;59;12;223;228
92.0;40;7;256;286
84.0;19;24;197;173
88.0;57;29;325;335
66.0;78;12;363;322
83.0;50;9;403;336
78.0;61;1;404;417
87.0;74;26;455;458
90.0;62;15;410;360
64.0;67;15;689;676
82.0;63;11;577;452
54.0;26;13;157;143
95.0;62;13;342;340
81.0;45;12;291;270
70.0;60;9;243;234
97.0;52;8;381;343
90.0;80;12;312;266
81.0;56;11;261;233
87.0;62;14;255;245
94.0;42;9;126;131
95.0;50;23;364;345
92.0;52;12;240;239
81.0;61;14;335;292
77.0;29;10;179;174
89.0;61;13;332;285
82.0;8;13;236;255
91.0;53;12;247;187
85.0;64;27;378;308
77.0;58;9;258;213
81.0;39;10;322;278
89.0;62;12;477;444
86.0;58;12;243;185
74.0;56;13;231;237
94.0;82;13;407;365
100.0;60;9;292;309
74.0;60;13;191;173
88.0;61;12;418;366
81.0;66;12;239;211
91.0;61;10;323;292
82.0;59;12;303;299
96.0;50;13;356;313
67.0;103;6;542;564
93.0;41;12;288;244
73.0;54;25;229;200
83.0;55;20;369;345
86.0;51;11;315;266
82.0;60;11;318;296
77.0;49;10;210;194
87.0;77;12;340;322
92.0;64;25;245;194
70.0;54;14;231;170
74.0;52;11;261;264
90.0;56;27;330;342
80.0;50;14;201;235
92.0;50;8;369;351
88.0;56;11;257;224
78.0;57;13;371;379
88.0;58;11;312;311
88.0;122;12;238;234
96.0;49;12;386;298
87.0;55;12;283;262
84.0;28;28;404;421
91.0;25;9;416;482
73.0;89;29;378;336
78.0;48;12;336;305
88.0;54;11;378;339
89.0;61;13;303;281
92.0;52;14;224;257
71.0;47;12;236;186
89.0;55;11;235;225
87.0;48;7;231;240
78.0;59;13;341;352
78.0;24;9;263;275
94.0;58;10;369;321
89.0;52;18;158;146
82.0;65;14;506;444
86.0;40;5;230;215
81.0;58;13;410;371
89.0;54;13;259;228
87.0;54;13;390;397
74.0;15;5;154;129
92.0;56;14;234;268
90.0;109;11;313;309
79.0;42;13;257;223
76.0;59;14;283;265
85.0;121;13;457;420
80.0;102;12;331;280
95.0;85;15;403;372
84.0;35;12;212;195
89.0;92;11;325;294
94.0;51;13;187;200
88.0;40;12;205;200
100.0;49;12;152;132
91.0;64;8;345;317
88.0;52;8;202;192
79.0;56;14;226;210
86.0;54;13;209;171
78.0;42;13;282;251
87.0;55;14;382;335
95.0;59;14;279;262
85.0;51;14;299;295
95.0;120;21;461;463
80.0;55;14;364;377
85.0;56;26;261;222
98.0;38;13;304;270
98.0;51;15;169;128
94.0;33;22;267;228
86.0;65;28;280;272
71.0;57;15;296;285
85.0;62;11;164;164
93.0;64;17;236;207
88.0;62;12;311;289
97.0;28;11;229;192
89.0;45;14;248;201
79.0;68;20;468;469
73.0;45;12;167;196
68.0;60;10;334;294
80.0;60;14;306;329
94.0;62;9;408;536
95.0;73;16;352;347
89.0;32;13;140;166
94.0;50;14;270;210
91.0;21;12;237;221
65.0;95;10;575;566
84.0;48;26;210;203
87.0;15;12;180;174
87.0;50;21;268;296
95.0;33;12;462;366
97.0;60;12;248;212
83.0;109;14;428;410
99.0;52;11;392;317
82.0;117;27;556;497
79.0;53;13;356;328
99.0;31;15;489;436
77.0;53;14;363;344
84.0;63;20;265;184
93.0;59;12;223;158
89.0;69;19;281;185
73.0;52;21;292;239
72.0;54;12;202;213
92.0;41;12;268;245
95.0;64;12;221;180
75.0;59;12;231;186
92.0;64;18;250;239
84.0;60;15;354;354
98.0;54;11;334;343
58.0;52;13;193;171
99.0;11;5;224;205
74.0;64;29;359;379
84.0;65;12;321;342
67.0;39;12;214;205
79.0;51;12;339;335
91.0;61;15;400;381
88.0;62;27;314;342
89.0;49;13;460;418
93.0;46;16;241;223
94.0;46;9;228;213
85.0;54;12;202;213
87.0;64;13;474;389
88.0;75;13;398;373
92.0;63;12;271;290
84.0;25;12;261;221
84.0;55;12;324;310
97.0;60;12;173;187
100.0;113;11;388;342
77.0;54;7;293;239
94.0;62;18;337;318
80.0;55;7;190;141
100.0;38;10;278;277
88.0;53;11;241;263
85.0;51;13;439;486
75.0;49;11;289;275
94.0;84;11;333;290
64.0;60;13;204;162
92.0;77;11;214;176
92.0;56;10;353;393
81.0;46;25;258;246
73.0;67;20;316;297
96.0;46;11;233;240
91.0;52;13;391;392
77.0;51;25;244;280
77.0;41;13;339;282
86.0;53;10;240;209
85.0;46;9;289;266
82.0;59;15;366;364
86.0;107;23;363;338
71.0;56;12;229;202
90.0;39;15;209;205
90.0;53;14;262;287
77.0;124;6;419;405
93.0;49;32;421;346
72.0;51;12;203;210
82.0;57;12;279;292
77.0;98;9;253;253
96.0;53;13;324;304
98.0;61;24;762;714
87.0;102;12;331;280
80.0;52;18;336;292
92.0;84;12;352;351
90.0;59;11;266;277
94.0;41;11;231;210
87.0;62;13;404;405
92.0;52;26;167;159
86.0;60;13;441;402
94.0;54;8;450;413
91.0;65;8;438;402
78.0;59;13;387;309
100.0;64;11;500;535
83.0;125;12;509;434
85.0;65;12;346;281
82.0;60;15;339;378
86.0;43;20;256;221
82.0;62;12;304;296
89.0;63;13;299;277
93.0;57;13;305;273
90.0;42;14;307;330
78.0;42;22;296;298
84.0;55;14;353;366
87.0;50;11;308;284
85.0;47;9;370;340
92.0;50;10;346;303
90.0;52;14;276;286
88.0;58;14;334;286
83.0;63;28;386;371
87.0;39;8;318;299
78.0;52;13;258;225
96.0;58;9;378;329
87.0;100;13;244;234
94.0;37;11;293;262
83.0;60;10;385;314
76.0;52;10;169;185
96.0;74;10;324;290
98.0;72;13;273;215
90.0;60;12;426;349
94.0;34;13;287;248
91.0;43;7;194;207
97.0;44;14;454;476
62.0;56;31;237;216
86.0;53;14;222;197
81.0;52;13;332;328
96.0;61;13;229;223
77.0;61;13;225;211
74.0;35;13;243;210
80.0;47;13;302;299
78.0;68;14;229;156
84.0;63;12;339;311
80.0;98;22;439;375
87.0;18;9;199;191
89.0;62;11;414;377
82.0;62;19;228;212
87.0;53;12;332;342
88.0;61;18;182;131
78.0;49;13;339;324
91.0;37;12;183;181
89.0;84;12;352;351
91.0;67;13;287;244
96.0;60;7;249;198
85.0;118;21;314;281
98.0;33;9;295;321
86.0;53;11;238;185
85.0;58;16;499;462
87.0;31;12;280;283
83.0;66;12;410;415
82.0;50;14;216;186
91.0;63;23;331;312
69.0;58;13;429;398
85.0;35;5;275;245
79.0;87;23;473;453
91.0;93;13;361;384
99.0;64;24;224;228
90.0;51;14;280;289
83.0;58;6;181;187
95.0;94;13;431;354
90.0;47;11;334;373
92.0;59;14;355;338
81.0;51;23;204;216
94.0;26;10;238;221
92.0;43;12;288;237
72.0;93;16;445;459
74.0;50;11;269;290
90.0;47;12;454;413
84.0;24;12;200;192
78.0;55;9;330;338
69.0;59;12;271;269
83.0;62;11;225;231
84.0;60;13;404;385
82.0;60;12;250;203
92.0;46;8;167;151
93.0;59;13;359;340
95.0;60;8;272;316
85.0;16;8;184;160
92.0;53;11;309;320
82.0;55;16;348;310
80.0;36;8;204;234
94.0;39;9;126;137
90.0;48;10;186;175
88.0;41;14;357;333
87.0;58;13;410;371
87.0;116;9;401;334
74.0;63;7;305;297
90.0;109;15;396;353
81.0;95;11;362;340
91.0;58;12;186;175
80.0;59;11;342;285
89.0;60;12;350;359
75.0;61;16;413;348
89.0;78;19;385;361
93.0;71;13;313;357
89.0;53;13;418;406
87.0;58;19;312;289
92.0;56;14;230;225
99.0;57;21;740;724
87.0;42;13;241;234
86.0;58;7;138;131
87.0;46;12;245;219
93.0;28;12;236;206
70.0;52;13;229;189
76.0;72;16;273;267
94.0;62;15;452;416
70.0;61;14;241;217
84.0;55;13;370;397
89.0;60;15;401;370
84.0;38;11;328;280
92.0;91;13;347;345
83.0;122;11;582;492
89.0;75;12;353;274
88.0;52;14;314;324
93.0;56;12;230;216
84.0;56;12;209;192
83.0;65;11;328;301
84.0;37;12;254;232
86.0;56;20;319;278
81.0;60;12;398;383
92.0;60;14;306;329
88.0;70;11;297;290
92.0;39;12;325;264
80.0;27;10;184;161
76.0;65;15;335;307
81.0;64;8;293;303
91.0;61;12;330;333
96.0;47;12;378;302
80.0;91;2;529;415
92.0;43;18;110;117
79.0;99;17;407;372
88.0;49;13;219;206
97.0;56;25;405;318
97.0;18;12;280;268
82.0;77;14;331;271
89.0;34;12;273;241
99.0;63;11;478;504
91.0;60;13;331;338
92.0;60;13;346;296
90.0;89;40;531;479
83.0;128;12;533;441
85.0;56;26;373;364
78.0;62;12;342;294
96.0;59;11;266;277
92.0;46;7;233;232
86.0;45;22;371;353
84.0;82;15;392;384
89.0;59;12;275;265
89.0;56;11;356;301
81.0;99;13;329;306
88.0;78;10;366;364
88.0;54;20;328;301
87.0;24;11;248;260
76.0;62;13;251;263
89.0;79;16;366;346
92.0;62;15;427;444
74.0;56;17;332;223
80.0;48;12;213;193
87.0;61;11;390;399
93.0;79;15;399;353
82.0;57;10;403;389
79.0;59;12;231;186
83.0;111;14;326;292
94.0;32;6;238;224
100.0;40;24;459;471
96.0;72;14;500;479
86.0;35;6;336;309
92.0;60;10;345;314
79.0;61;11;185;190
79.0;27;17;326;315
95.0;46;12;339;299
75.0;45;12;237;216
91.0;37;13;216;207
100.0;31;9;146;131
84.0;100;25;386;330
87.0;44;7;408;365
81.0;51;12;268;244
91.0;51;13;272;256
86.0;52;20;413;482
72.0;99;15;456;447
85.0;54;13;259;228
92.0;51;23;204;216
88.0;85;12;387;379
93.0;51;12;330;285
93.0;57;10;456;401
98.0;39;16;305;313
98.0;18;10;193;168
84.0;52;20;271;212
94.0;62;22;226;257
84.0;53;13;356;328
71.0;54;12;255;274
94.0;54;13;303;254
69.0;46;12;245;219
78.0;62;11;317;319
82.0;70;11;215;183
72.0;70;16;749;714
87.0;26;10;125;127
94.0;58;15;310;304
81.0;49;24;408;394
70.0;55;11;284;251
97.0;47;15;188;165
91.0;99;12;352;338
93.0;78;13;460;346
88.0;28;13;167;132
97.0;64;12;274;263
86.0;65;26;366;326
86.0;86;18;282;293
95.0;61;12;313;240
68.0;65;12;179;163
78.0;63;22;358;374
84.0;62;12;252;243
89.0;57;16;280;246
95.0;52;11;392;378
93.0;59;14;330;331
97.0;70;10;260;247
93.0;56;15;311;238
85.0;47;7;357;325
90.0;73;13;479;410
91.0;56;15;311;238
78.0;64;12;320;310
79.0;54;12;408;397
89.0;63;26;161;145
63.0;36;12;150;148
86.0;63;11;185;171
90.0;94;14;359;322
89.0;85;12;392;299
84.0;48;10;331;322
87.0;32;14;411;383
87.0;49;8;142;164
87.0;59;13;265;248
79.0;54;13;274;255
93.0;37;13;252;203
84.0;31;20;205;169
84.0;49;11;252;245
76.0;58;13;322;290
91.0;68;13;343;346
88.0;29;4;181;153
90.0;61;22;414;387
76.0;46;8;167;151
92.0;49;13;237;223
88.0;57;10;370;359
90.0;34;11;195;141
97.0;63;8;185;181
88.0;98;22;439;375
100.0;59;22;468;435
83.0;71;12;412;358
89.0;63;10;396;362
81.0;51;12;291;259
88.0;65;15;310;273
92.0;12;11;353;319
89.0;39;13;226;224
92.0;59;10;422;415
99.0;52;12;315;263
68.0;59;14;397;427
85.0;58;19;312;289
77.0;56;12;181;180
82.0;16;12;403;372
99.0;90;10;327;302
99.0;44;12;366;306
74.0;64;30;403;358
97.0;42;9;126;131
90.0;48;17;330;317
98.0;52;12;613;625
94.0;29;1;180;157
77.0;60;9;243;234
100.0;62;19;471;464
88.0;56;29;337;323
69.0;33;9;302;248
84.0;39;12;257;221
83.0;93;12;422;322
72.0;60;10;334;294
92.0;27;12;282;281
67.0;123;12;453;390
84.0;31;25;401;393
99.0;67;11;506;532
79.0;64;12;386;431
85.0;40;11;236;207
82.0;40;12;231;197
91.0;42;12;251;204
86.0;55;24;278;311
63.0;55;12;207;243
91.0;54;14;339;350
84.0;61;14;272;271
78.0;53;10;307;208
92.0;63;12;386;411
63.0;31;13;376;310
92.0;115;12;312;303
75.0;110;14;367;349
93.0;89;29;378;336
89.0;39;13;238;224
68.0;64;22;341;308
91.0;32;12;275;276
81.0;51;14;395;381
87.0;41;1;338;310
89.0;80;12;312;266
88.0;103;22;449;447
82.0;60;14;357;348
84.0;37;13;284;306
73.0;87;30;366;315
88.0;60;12;284;260
91.0;60;15;439;405
96.0;60;14;193;179
74.0;37;13;284;306
89.0;31;7;287;289
87.0;128;13;336;315
82.0;65;16;423;404
71.0;69;26;220;216
76.0;57;20;171;160
73.0;68;15;440;407
92.0;58;11;371;282
89.0;54;13;451;436
88.0;64;15;261;269
83.0;40;12;212;229
86.0;32;12;246;263
90.0;61;9;171;171
74.0;92;11;392;286
98.0;42;11;321;318
88.0;52;11;213;210
71.0;62;13;200;204
88.0;60;8;434;366
66.0;61;13;181;182
76.0;40;14;217;195
90.0;37;22;545;565
93.0;38;14;246;202
99.0;42;13;359;284
69.0;53;12;274;243
88.0;49;10;210;194
94.0;60;8;272;316
96.0;60;14;345;316
87.0;63;14;413;382
93.0;35;12;239;192
89.0;8;13;236;255
93.0;72;14;500;479
97.0;66;21;384;313
80.0;67;14;418;357
85.0;64;4;431;417
78.0;63;12;292;300
76.0;50;12;278;244
77.0;61;12;277;254
77.0;28;10;236;206
92.0;51;12;232;246
78.0;62;9;276;253
89.0;90;20;355;314
84.0;52;17;278;240
88.0;55;10;237;231
92.0;67;11;342;335
81.0;46;11;197;198
75.0;52;10;191;183
74.0;60;13;191;178
85.0;65;28;389;296
97.0;42;32;249;250
96.0;51;14;280;289
84.0;57;11;383;357
85.0;51;12;353;320
87.0;61;12;272;309
79.0;54;12;265;227
92.0;57;12;213;190
71.0;52;14;220;229
74.0;59;14;278;272
72.0;44;12;325;303
87.0;55;12;423;358
87.0;49;12;386;298
94.0;69;6;449;355
84.0;39;8;318;299
94.0;92;13;439;427
87.0;55;12;257;215
85.0;44;14;148;146
85.0;65;26;366;326
88.0;56;12;286;297
86.0;49;15;392;362
77.0;17;19;333;273
82.0;41;10;370;332
92.0;63;11;330;297
87.0;49;10;248;195
87.0;49;24;408;394
82.0;59;14;279;262
92.0;13;11;357;320
81.0;64;12;266;239
91.0;31;11;200;188
87.0;63;12;240;240
68.0;57;13;405;408
93.0;64;13;376;344
91.0;49;12;261;219
74.0;49;12;256;264
81.0;64;24;439;425
79.0;57;12;242;202
85.0;60;10;256;245
96.0;50;23;224;180
87.0;73;9;262;236
90.0;58;14;387;342
96.0;61;12;235;216
75.0;55;7;455;384
91.0;77;12;650;653
68.0;61;12;353;341
82.0;50;8;225;224
90.0;57;10;267;273
78.0;108;14;238;239
78.0;54;21;171;136
74.0;50;11;250;230
82.0;79;14;339;322
68.0;60;13;425;403
95.0;65;9;321;359
81.0;64;10;307;319
83.0;66;26;354;327
71.0;88;11;372;375
85.0;71;10;439;413
72.0;26;13;300;307
84.0;40;11;192;201
88.0;121;12;318;305
96.0;50;13;378;363
86.0;60;12;415;421
86.0;83;17;267;282
84.0;61;27;430;400
81.0;67;26;348;383
63.0;34;12;154;149
91.0;95;11;354;314
82.0;77;14;420;436
94.0;34;9;302;325
60.0;103;30;742;733
60.0;120;25;759;778
96.0;56;6;303;287
78.0;60;17;375;355
70.0;82;26;410;400
82.0;56;13;276;234
98.0;87;13;485;370
92.0;30;11;126;114
91.0;63;11;386;393
74.0;61;9;385;332
86.0;56;12;380;351
91.0;56;15;297;238
86.0;52;21;384;394
91.0;29;10;295;266
73.0;46;12;206;201
82.0;121;11;478;363
87.0;110;24;301;268
82.0;55;7;190;141
84.0;8;9;192;190
87.0;62;13;180;233
100.0;61;20;690;519
86.0;60;14;328;294
84.0;25;7;299;280
94.0;56;12;335;296
91.0;52;15;217;195
91.0;108;12;359;320
89.0;52;11;289;266
90.0;46;14;302;297
88.0;60;15;411;372
92.0;44;12;375;337
89.0;56;10;247;210
95.0;66;21;384;313
96.0;59;11;379;314
86.0;54;27;262;259
88.0;108;12;391;353
84.0;125;12;463;406
76.0;65;23;389;346
92.0;58;9;388;301
74.0;82;13;345;252
81.0;43;11;232;219
83.0;126;12;581;476
84.0;92;12;269;261
85.0;55;13;246;232
83.0;55;1;338;335
86.0;59;13;445;440
94.0;127;12;211;206
87.0;49;10;325;295
95.0;50;13;590;590
55.0;35;20;299;311
83.0;114;10;316;264
100.0;38;12;376;339
82.0;64;13;211;206
84.0;20;10;205;186
74.0;48;12;208;178
95.0;55;20;431;342
85.0;42;22;339;296
92.0;60;11;321;309
97.0;65;15;277;277
92.0;41;12;190;185
93.0;24;9;165;154
75.0;62;12;249;264
79.0;55;15;273;267
76.0;68;12;363;343
80.0;41;8;435;432
92.0;57;16;386;403
73.0;59;13;344;294
95.0;54;9;181;191
89.0;61;10;415;387
83.0;62;12;228;217
84.0;60;26;232;200
75.0;97;9;287;286
83.0;60;8;434;366
91.0;55;14;360;343
73.0;56;12;200;133
87.0;62;11;390;342
75.0;55;16;261;273
93.0;48;12;284;257
95.0;28;11;229;192
66.0;62;12;304;296
69.0;57;13;428;388
79.0;55;1;338;335
89.0;54;25;266;257
91.0;50;14;283;284
74.0;59;14;316;290
77.0;60;12;400;404
94.0;60;11;366;371
78.0;60;13;360;321
93.0;74;12;395;371
79.0;110;7;306;261
82.0;64;13;220;213
82.0;45;14;248;201
89.0;22;10;242;231
88.0;47;14;308;277
74.0;46;12;252;226
88.0;57;10;387;343
85.0;52;12;274;274
70.0;63;10;258;249
90.0;62;14;255;242
87.0;57;12;396;333
89.0;42;11;438;406
70.0;58;12;233;184
81.0;47;14;210;209
81.0;39;11;304;311
80.0;60;13;355;381
82.0;51;12;346;329
92.0;61;15;365;298
69.0;61;24;338;312
84.0;44;27;405;366
87.0;76;13;193;200
82.0;60;13;355;381
93.0;63;13;502;474
84.0;39;8;208;179
98.0;62;10;285;273
87.0;72;13;238;234
82.0;45;11;396;331
78.0;60;12;378;304
77.0;39;11;304;311
86.0;61;12;353;341
90.0;98;12;328;266
83.0;65;13;357;351
86.0;52;9;315;274
85.0;37;11;233;200
87.0;63;14;429;376
93.0;64;12;336;329
70.0;53;14;191;216
97.0;49;18;413;346
86.0;55;12;351;306
94.0;54;9;181;191
74.0;60;13;426;364
99.0;45;15;368;359
98.0;40;12;431;456
97.0;110;13;660;586
91.0;27;12;209;201
83.0;50;12;282;262
74.0;83;17;333;296
81.0;27;25;266;254
84.0;61;14;347;384
81.0;64;12;275;274
93.0;34;12;270;281
94.0;56;11;271;264
83.0;67;25;350;345
82.0;64;15;378;348
86.0;87;13;337;340
83.0;74;11;341;394
84.0;69;19;281;185
89.0;64;5;242;230
95.0;56;12;276;274
93.0;59;12;370;341
82.0;68;12;241;201
91.0;35;11;367;332
90.0;56;22;297;285
77.0;29;15;183;168
79.0;61;13;422;406
77.0;41;12;262;263
95.0;54;20;429;388
76.0;40;11;200;193
77.0;64;13;239;228
82.0;55;11;304;238
83.0;76;22;438;402
88.0;58;11;226;225
97.0;57;8;180;170
79.0;48;14;257;250
87.0;63;12;372;378
96.0;55;11;354;350
95.0;79;15;399;353
81.0;59;11;242;236
90.0;93;12;466;429
86.0;57;9;159;139
95.0;46;15;276;280
74.0;82;24;338;265
93.0;63;23;331;312
89.0;64;25;245;194
86.0;48;14;358;309
97.0;61;13;376;322
86.0;62;15;548;507
92.0;51;17;300;244
80.0;8;12;180;179
82.0;64;12;383;364
74.0;65;12;299;262
87.0;105;13;387;288
99.0;61;19;765;733
79.0;109;9;287;254
89.0;93;11;370;333
100.0;62;12;272;222
79.0;59;11;272;268
92.0;31;13;182;167
87.0;40;1;318;284
100.0;62;21;474;474
90.0;46;7;233;232
70.0;62;17;375;325
98.0;71;12;469;398
66.0;55;10;332;315
92.0;56;13;477;446
88.0;49;12;261;219
83.0;64;13;363;337
90.0;45;13;341;335
85.0;66;6;342;320
84.0;54;25;421;405
91.0;47;10;242;244
68.0;54;22;303;253
95.0;49;21;468;425
89.0;31;12;215;195
80.0;47;21;227;249
92.0;63;9;373;362
94.0;145;11;287;268
91.0;54;11;334;343
88.0;53;12;178;227
96.0;84;11;333;290
80.0;101;15;319;248
93.0;61;12;215;244
93.0;61;14;379;349
79.0;50;1;217;211
87.0;122;24;310;251
88.0;47;10;210;190
84.0;74;13;343;319
97.0;79;12;282;253
77.0;104;18;242;274
81.0;55;17;331;327
89.0;58;23;400;312
75.0;58;9;425;343
89.0;30;12;290;263
88.0;38;13;234;196
90.0;53;9;295;256
84.0;52;12;360;361
74.0;43;12;293;281
89.0;60;13;262;255
87.0;64;12;371;377
95.0;37;24;430;369
67.0;62;34;324;333
78.0;64;13;211;216
94.0;57;12;393;368
91.0;56;13;477;446
76.0;123;10;572;429
77.0;60;22;388;338
90.0;46;5;289;283
55.0;45;1;279;271
89.0;65;12;278;287
96.0;63;22;168;142
90.0;94;12;305;283
78.0;62;13;377;348
86.0;62;12;267;269
79.0;96;12;227;194
89.0;59;25;541;374
88.0;56;14;226;218
80.0;54;12;307;258
93.0;55;18;336;282
91.0;60;10;251;230
87.0;99;8;336;307
90.0;32;9;166;183
85.0;58;12;186;175
87.0;79;13;338;325
93.0;57;12;377;370
73.0;93;11;313;320
80.0;66;26;354;327
84.0;63;13;229;211
90.0;54;8;450;413
79.0;52;11;261;264
82.0;75;6;387;414
86.0;56;12;181;180
92.0;26;7;262;227
82.0;31;12;221;185
85.0;62;13;370;336
80.0;58;14;387;342
89.0;60;25;506;371
81.0;50;14;177;212
93.0;46;20;368;319
85.0;65;14;219;213
75.0;54;11;231;228
91.0;54;25;266;257
98.0;90;15;258;232
89.0;46;5;391;350
74.0;57;16;289;311
88.0;102;10;449;348
92.0;64;11;359;377
84.0;56;13;376;382
77.0;105;14;893;913
87.0;26;10;419;423
99.0;61;12;533;532
100.0;59;12;361;373
65.0;60;23;301;279
78.0;56;12;319;294
90.0;61;13;328;324
82.0;63;13;408;388
82.0;59;12;297;264
95.0;62;13;330;340
68.0;61;11;290;257
92.0;58;14;270;235
94.0;34;23;298;246
55.0;66;6;340;359
88.0;65;13;357;351
88.0;62;13;303;300
82.0;62;14;356;339
93.0;62;19;228;212
90.0;58;16;382;377
78.0;58;10;406;354
91.0;61;12;332;308
85.0;65;9;297;271
80.0;63;14;327;319
70.0;64;25;215;167
71.0;54;13;298;310
78.0;6;17;188;194
86.0;26;10;174;170
86.0;60;15;435;402
97.0;39;10;425;428
87.0;90;10;327;302
89.0;30;11;126;114
78.0;68;18;147;132
78.0;63;13;316;278
88.0;42;12;251;204
84.0;59;10;266;224
76.0;64;12;171;200
78.0;65;10;307;330
84.0;85;15;280;286
79.0;63;8;291;293
100.0;62;11;380;349
96.0;61;23;417;358
84.0;62;29;258;280
91.0;62;11;363;346
92.0;45;12;231;225
86.0;46;11;391;365
85.0;48;11;439;480
90.0;54;12;192;144
87.0;54;13;372;354
84.0;48;11;303;295
70.0;60;16;350;325
91.0;43;12;420;333
95.0;61;12;400;370
94.0;41;9;385;329
